horas_estudio_semanal,nota_anterior,tasa_asistencia,horas_sueno,edad,nivel_dificultad,tiene_tutor,nota_final,horario_estudio_preferido_Mañana,horario_estudio_preferido_Noche,horario_estudio_preferido_Tarde,horario_estudio_preferido_Unknown,estilo_aprendizaje_Auditivo,estilo_aprendizaje_Kinestésico,estilo_aprendizaje_Lectura/Escritura,estilo_aprendizaje_Unknown,estilo_aprendizaje_Visual,aprobado
8.957475998038344,0.26900858505688824,0.8330022715789374,0.44594902985877616,0.6363636363636365,0.5,1.0,0.7771428571428571,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11.042524001961656,0.7260815234751605,0.7931206931130264,0.10280726035680388,0.0,0.0,0.0,0.5999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4.510776081457513,0.862624203959834,0.6827950896371743,0.6258743475979688,0.6363636363636365,0.5,0.0,0.7142857142857142,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6.64721279688571,0.7411179591008783,0.7856230089762466,0.765471033719268,0.45454545454545436,0.5,0.0,0.6885714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.5179168415253854,0.43174918598244116,0.44530673284710376,0.2727272727272727,1.0,0.0,0.5142857142857142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
6.407690018732439,0.6155588300499577,0.7473450406679382,0.7515526291613351,0.9999999999999998,0.0,0.0,0.5428571428571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
13.415889034525687,0.8723999515384742,0.6474973971788887,0.09831123275768949,0.6363636363636365,0.5,1.0,0.6499999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
16.237527399210038,0.9568562665035838,0.3926495622581295,0.5034501843208067,0.18181818181818188,0.5,1.0,0.8042857142857143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4.32357895407524,0.4586249569490444,0.5103120358701178,0.4106260669866689,0.2727272727272727,1.0,0.0,0.7828571428571427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7.928665682328723,0.5975703774934853,1.0,0.586038414736768,0.45454545454545436,1.0,1.0,0.5542857142857143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
12.588951372611838,0.4511441941347158,0.5587691708103274,0.5034501843208067,0.909090909090909,1.0,1.0,0.5414285714285716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8.608491562171023,0.3778641523666724,0.5500959272325741,0.6462459690047301,0.5454545454545452,0.0,1.0,0.3557142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
13.105494640170493,0.8241575180644605,0.47367829958822594,0.5034501843208067,0.2727272727272727,0.0,0.0,0.7485714285714287,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.2286519665770967,0.28424275729983867,0.7116881323875961,0.5034501843208067,0.2727272727272727,1.0,0.0,0.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7.846363503522712,0.2453874877015973,0.6153125247107424,0.12550085029866553,0.5454545454545452,1.0,0.0,0.47714285714285715,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3.923139763501122,0.36196716572670046,0.4852079564101105,0.43042457810855106,0.45454545454545436,1.0,0.0,0.6171428571428572,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6.040580954312839,0.6836150742876392,0.9713210522962381,0.35745977340577084,0.909090909090909,0.5,0.0,0.812857142857143,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12.153636496477286,0.7609841376530357,0.7596874752892577,0.2968364802125757,0.6363636363636365,0.0,1.0,0.6828571428571428,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10.458559597426383,0.6013664926175417,0.46727797010326766,0.3071375811175905,0.0,1.0,0.0,0.6142857142857143,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14.688988840151552,0.8037561051912587,0.9209774853152635,0.49780447654310145,0.8181818181818181,0.5,0.0,0.7785714285714285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13.92518024938446,0.9081328209093376,0.7695558545038508,0.7022920435898895,0.909090909090909,1.0,1.0,0.8671428571428572,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9.792936993096784,0.5033608013904798,0.601461585263232,0.02618517630344741,0.5454545454545452,0.5,0.0,0.48428571428571426,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
20.84847032087705,0.543118637808276,1.0,0.5940706859461561,0.9999999999999998,1.0,1.0,0.77,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14.115858054692945,0.364552791375982,0.4772734123384217,0.5317631083552813,0.5454545454545452,1.0,1.0,0.5142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.270363409416968,0.653794592665937,0.8256342175872438,0.5840444685585479,0.909090909090909,1.0,0.0,0.37714285714285717,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0066871149163674,0.14779788020171442,0.3186826596382851,0.6237427396166092,0.5454545454545452,0.0,0.0,0.3428571428571428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
17.022665535897733,0.7267799726309958,0.6878136422587814,0.6202098551667029,0.5454545454545452,0.5,1.0,0.8799999999999999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.0108173551444795,0.14393479196547238,0.4626165348519534,0.5927254378222743,0.8181818181818181,1.0,0.0,0.5271428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
13.70693801920567,0.525649403107608,0.30511045346446586,0.26457504456532677,0.8181818181818181,1.0,1.0,0.6457142857142857,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9.679866387310677,0.34102717681676303,0.40248076867615,0.8091630603799768,0.6363636363636365,1.0,1.0,0.5342857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11.54871265769265,0.5101139423382319,0.5095047236888188,0.41728185706839527,0.7272727272727273,1.0,1.0,0.6242857142857143,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12.546010219321005,0.9177025981102525,0.7525223562931367,0.08145355602233828,0.7272727272727273,1.0,1.0,0.5785714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
12.603307472862577,0.9009338392582964,1.0,0.3203845009366221,0.09090909090909083,1.0,1.0,0.6385714285714286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3.7350618729990384,0.5555527269011318,0.968944050182504,0.2076498338705769,0.5454545454545452,0.5,0.0,0.5999999999999999,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13.85724837764819,0.6643175641668118,0.8412561258012674,0.7494799147434502,0.5454545454545452,0.0,1.0,0.6814285714285715,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.660581162079753,0.5657823589874695,0.8863304109886696,0.3633249019010055,0.2727272727272727,1.0,0.0,0.4985714285714286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
9.187238020236876,0.36369427699153384,0.4410973957831825,0.5034501843208067,0.7272727272727273,1.0,0.0,0.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3.3902707957164964,0.5447449929821999,0.4895290477156421,0.5034501843208067,0.6363636363636365,0.5,0.0,0.5214285714285714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10.257300100483146,0.8375844083850361,0.6896955234568986,0.3236175045406521,0.9999999999999998,0.5,1.0,0.9642857142857142,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.44563565482325,0.46108786069456636,0.6758910688073683,0.6747770219458066,0.0,1.0,0.0,0.6599999999999999,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6.391431118912917,0.3448246397751044,0.8761660673682761,0.2933255675404255,0.09090909090909083,0.0,0.0,0.6142857142857143,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20.72005333888877,0.7690707610893264,0.9823504377418706,0.3895585394724591,0.09090909090909083,1.0,1.0,0.5928571428571427,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7.595802896665938,0.41326667555617264,0.7835936914435935,0.1634035888887828,0.9999999999999998,0.0,1.0,0.49714285714285705,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
6.193236627678475,0.502228858744298,0.5322252679914756,0.6381342175872436,0.9999999999999998,1.0,0.0,0.4985714285714286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.37460763400747693,0.4754813366129672,0.7886536725406644,0.909090909090909,1.0,0.0,0.41857142857142854,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7.832590169441057,0.5039260592837227,0.29467837560577237,0.5034501843208067,0.6363636363636365,0.5,0.0,0.29571428571428576,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
15.30942067438536,0.8422999363291035,0.7755378492447331,0.5034501843208067,0.0,0.0,1.0,0.44428571428571434,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
6.006155478744027,0.5544742213946223,0.6784023693266983,0.9263926084598749,0.2727272727272727,0.5,0.0,0.4471428571428571,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
